36.902328,5.865524,13.083650,Azores
32.268564,-9.772170,-20.751207,Baghdad
38.430958,4.616171,-8.313876,Berlin
17.085076,-13.717743,-32.974108,Bombay
-2.378420,-12.912119,37.349544,Buenos Aires
35.229322,-11.952753,-13.542328,Cairo
8.734037,-37.925268,7.263521,Capetown
18.213856,30.067160,18.209597,Chicago
-17.367236,14.994152,-32.263332,Guam
-16.055342,36.092639,-2.629740,Honolulu
36.893950,-4.489910,-13.639841,Istanbul
11.354847,37.879510,-1.891633,Juneau
39.040952,6.060413,-2.538418,London
-7.949413,3.900184,-38.587090,Manila
-35.113496,-9.111273,-15.855447,Melbourne
3.920608,28.751273,26.932531,Mexico City
24.411612,26.044301,17.121206,Montreal
34.976862,5.514005,-17.708273,Moscow
12.745841,28.464310,24.386363,New Orleans
23.195509,25.060627,20.032510,New York
9.107489,16.970196,34.589510,Panama City
39.281107,4.053225,-2.816748,Paris
9.510174,-15.065098,35.354879,Rio de Janeiro
39.103806,-2.333589,-5.728422,Rome
3.162014,37.917558,10.937482,San Francisco
-6.567441,-7.311222,38.350787,Santiago
8.555034,38.095727,6.549431,Seattle
0.938855,11.778574,-37.785604,Shanghai
-36.020211,-4.791656,-15.714724,Sydney
-3.040275,20.917682,-33.474997,Tokyo
